ticker,name,forecast_date,pred_day,pred_close,last_close,upside_pct
PAM,Pampa Energia (PAMP ADR),2026-05-15,18,84.9867,83.01,2.38
PAM,Pampa Energia (PAMP ADR),2026-05-18,19,85.3578,83.01,2.83
PAM,Pampa Energia (PAMP ADR),2026-05-19,20,84.7328,83.01,2.08
PAM,Pampa Energia (PAMP ADR),2026-05-20,21,84.7196,83.01,2.06
YPF,YPF SA (YPFD ADR),2026-04-22,1,42.0269,43.12,-2.53
YPF,YPF SA (YPFD ADR),2026-04-23,2,41.7684,43.12,-3.13
YPF,YPF SA (YPFD ADR),2026-04-24,3,41.5073,43.12,-3.74
YPF,YPF SA (YPFD ADR),2026-04-27,4,40.9517,43.12,-5.03
YPF,YPF SA (YPFD ADR),2026-04-28,5,40.3215,43.12,-6.49
YPF,YPF SA (YPFD ADR),2026-04-29,6,39.7015,43.12,-7.93
YPF,YPF SA (YPFD ADR),2026-04-30,7,39.7158,43.12,-7.89
YPF,YPF SA (YPFD ADR),2026-05-01,8,39.7889,43.12,-7.73
YPF,YPF SA (YPFD ADR),2026-05-04,9,39.749,43.12,-7.82
YPF,YPF SA (YPFD ADR),2026-05-05,10,39.2549,43.12,-8.96
YPF,YPF SA (YPFD ADR),2026-05-06,11,39.1736,43.12,-9.15
YPF,YPF SA (YPFD ADR),2026-05-07,12,39.1066,43.12,-9.31
YPF,YPF SA (YPFD ADR),2026-05-08,13,39.142,43.12,-9.23
YPF,YPF SA (YPFD ADR),2026-05-11,14,38.9606,43.12,-9.65
YPF,YPF SA (YPFD ADR),2026-05-12,15,38.4334,43.12,-10.87
YPF,YPF SA (YPFD ADR),2026-05-13,16,38.2826,43.12,-11.22
YPF,YPF SA (YPFD ADR),2026-05-14,17,38.3598,43.12,-11.04
