ticker,name,last_close,rating,murphy_score,trend_score,osc_score,adx,plus_di,minus_di,rsi,stoch_k,stoch_d,williams_r,roc,macd,sma50,sma200,atr,sig_ma_cross,sig_ma_align,sig_adx_di,sig_macd,sig_obv,sig_donchian,sig_rsi,sig_stoch,sig_williams,sig_roc
AMAT,Applied Materials,674.2001,STRONG BUY,6,6,0,32.91,33.93,12.85,68.55,92.72,85.7,-0.38,35.65,53.1605,473.6504,331.5566,38.659,1,1,1,1,1,1,0,0,-1,1
C,Citigroup Inc,142.84,STRONG BUY,6,5,1,40.11,26.58,14.54,62.91,70.55,74.57,-31.92,7.09,4.3193,131.4003,114.3185,3.4788,1,1,1,1,1,0,0,0,0,1
JPM,JPMorgan Chase,331.56,STRONG BUY,6,5,1,28.29,29.2,17.31,62.12,66.62,74.77,-34.39,7.25,7.4581,311.543,306.3442,7.3542,1,1,1,1,1,0,0,0,0,1
UNH,UnitedHealth Group,420.25,STRONG BUY,6,5,1,44.38,30.1,8.22,65.01,88.49,85.94,-26.18,3.73,11.0253,383.277,333.5251,9.9433,1,1,1,1,1,0,0,0,0,1
BB,BlackBerry Ltd,11.78,STRONG BUY,5,6,-1,46.76,35.47,10.14,76.24,93.29,67.1,-4.02,33.56,0.8112,7.5592,4.8859,0.827,1,1,1,1,1,1,-1,0,-1,1
LLY,Eli Lilly & Co,1222.0,STRONG BUY,5,6,-1,32.99,36.06,11.35,73.88,74.92,56.0,-10.71,7.54,34.3401,1037.0143,976.9349,36.956,1,1,1,1,1,1,-1,0,-1,1
CAT,Caterpillar Inc,1006.515,STRONG BUY,5,5,0,29.05,31.16,15.53,59.54,81.84,84.29,-24.99,17.56,36.024,900.0201,687.2598,38.1609,1,1,1,1,1,0,0,-1,0,1
CVS,CVS Health,103.7,STRONG BUY,5,5,0,42.86,37.44,12.76,68.7,85.73,88.78,-23.95,5.79,3.4222,91.7269,80.7157,2.4325,1,1,1,1,1,0,0,-1,0,1
EA,Electronic Arts,205.035,STRONG BUY,5,5,0,27.44,29.88,10.43,67.79,85.88,85.07,-16.84,0.9,0.7581,202.2116,200.1609,0.9704,1,1,1,1,1,0,0,0,-1,1
LRCX,Lam Research,396.44,STRONG BUY,5,5,0,27.42,30.01,15.01,61.27,83.44,78.33,-12.8,23.28,24.0344,312.878,218.3842,24.0154,1,1,1,1,1,0,0,0,-1,1
PSO,Pearson PLC,15.71,STRONG BUY,5,5,0,14.18,34.01,20.85,64.67,77.2,55.26,-7.07,2.41,0.1104,15.0144,13.7144,0.2758,1,1,0,1,1,1,0,0,-1,1
ABEV,Ambev SA,3.22,STRONG BUY,5,4,1,9.26,26.8,22.04,55.12,51.52,43.1,-45.45,3.54,0.0084,3.1394,2.7484,0.0751,1,1,0,1,1,0,0,0,0,1
XLI,Industrial Select Sector ETF,182.44,STRONG BUY,5,4,1,15.7,27.69,16.54,59.94,78.95,78.68,-21.94,7.53,2.4415,174.5996,163.5442,3.2913,1,1,0,1,1,0,0,0,0,1
AAL,American Airlines,17.8936,STRONG BUY,4,5,-1,37.53,42.93,10.44,78.03,94.48,93.99,-3.3,33.34,1.1454,13.7205,13.2676,0.6844,1,1,1,1,1,0,-1,0,-1,1
CAH,Cardinal Health,239.8601,STRONG BUY,4,5,-1,35.94,37.88,11.49,79.11,94.2,93.67,-2.75,10.89,9.3277,205.9648,199.2261,5.4624,1,1,1,1,1,0,-1,0,-1,1
ETSY,Etsy Inc,79.465,STRONG BUY,4,5,-1,46.26,33.17,6.2,76.39,88.84,87.7,-4.47,15.62,3.7792,66.4365,60.2146,2.6972,1,1,1,1,1,0,-1,0,-1,1
JNJ,Johnson & Johnson,256.065,STRONG BUY,4,5,-1,21.96,39.25,14.19,73.24,93.63,90.1,-1.64,7.37,5.057,230.4104,216.6252,5.4094,1,1,0,1,1,1,-1,0,-1,1
MRK,Merck & Co,128.88,STRONG BUY,4,5,-1,18.68,37.99,17.96,71.03,98.47,91.63,-0.35,9.0,2.5448,115.4497,105.6522,3.1963,1,1,0,1,1,1,-1,0,-1,1
MRNA,Moderna Inc,69.255,STRONG BUY,4,5,-1,27.41,35.7,12.35,73.01,84.42,75.3,-2.55,50.59,4.398,51.448,40.3691,4.4431,1,1,1,1,1,0,-1,0,-1,1
TRV,Travelers Companies,330.48,STRONG BUY,4,5,-1,17.4,30.61,13.41,75.4,91.73,90.04,-0.0,8.94,6.8056,302.7163,289.8405,6.627,1,1,0,1,1,1,-1,0,-1,1
USB,US Bancorp,61.4,STRONG BUY,4,5,-1,29.68,29.38,9.39,69.73,89.38,91.9,-7.37,8.08,1.575,56.1822,52.4417,1.2525,1,1,1,1,1,0,0,-1,-1,1
AAP,Advance Auto Parts,62.815,STRONG BUY,4,4,0,20.54,30.38,17.86,60.37,84.22,63.61,-3.45,5.82,1.0577,57.0761,52.5581,2.9229,1,1,0,1,1,0,0,0,-1,1
MO,Altria Group,73.4,STRONG BUY,4,4,0,16.0,31.65,17.0,61.51,93.89,90.86,-9.66,1.87,0.814,69.7172,63.4633,1.5296,1,1,0,1,1,0,0,0,-1,1
BBVA,Banco Bilbao Vizcaya,24.485,STRONG BUY,4,4,0,20.68,35.1,21.74,61.07,79.34,77.87,-19.9,11.19,0.5524,22.7791,21.4851,0.5255,1,1,0,1,1,0,0,0,-1,1
SAN,Banco Santander SA,13.525,STRONG BUY,4,4,0,20.66,31.17,18.97,63.85,81.37,80.78,-13.64,13.46,0.358,12.4126,11.509,0.3017,1,1,0,1,1,0,0,0,-1,1
XYZ,Block Inc,78.52,STRONG BUY,4,4,0,15.02,31.17,17.18,62.02,90.08,84.19,-3.62,17.84,1.6341,71.766,67.2993,2.9355,1,1,0,1,1,0,0,0,-1,1
KO,Coca-Cola Co,83.1617,STRONG BUY,4,4,0,15.74,28.86,17.74,63.94,75.2,65.35,-9.39,0.13,0.7055,79.0765,73.5418,1.5258,1,1,0,1,1,0,0,0,-1,1
GLW,Corning Inc,229.82,STRONG BUY,4,4,0,18.27,35.21,18.92,63.59,93.48,86.05,-1.05,36.66,10.1559,184.3412,124.6573,16.1168,1,1,0,1,1,0,0,0,-1,1
DE,Deere & Co,612.67,STRONG BUY,4,4,0,22.33,29.16,13.62,61.22,82.68,83.39,-25.57,9.4,12.0779,575.4752,529.6161,17.2921,1,1,0,1,1,0,0,-1,0,1
NVS,Novartis AG,156.34,STRONG BUY,4,4,0,12.94,31.66,21.25,61.95,92.46,88.74,-5.25,5.55,1.553,149.0044,140.4657,2.7988,1,1,0,1,1,0,0,0,-1,1
SNA,Snap-on Inc,395.83,STRONG BUY,4,4,0,15.25,22.93,13.81,60.3,80.23,81.16,-28.21,4.59,6.0688,377.3675,359.0324,8.0272,1,1,0,1,1,0,0,-1,0,1
TGT,Target Corp,137.68,STRONG BUY,4,4,0,20.68,32.3,17.7,60.34,82.32,87.11,-27.28,7.58,3.5181,127.8551,107.9629,4.0814,1,1,0,1,1,0,0,-1,0,1
UNP,Union Pacific Corp,272.125,STRONG BUY,4,4,0,16.51,24.1,16.2,58.0,75.78,55.29,-8.72,1.91,0.4142,264.6972,242.1759,6.1847,1,1,0,1,1,0,0,0,-1,1
MMM,3M Co,164.1,STRONG BUY,4,3,1,42.08,27.94,10.2,63.13,75.61,80.64,-31.37,4.62,3.8837,151.6558,157.3179,4.0713,-1,1,1,1,1,0,0,0,0,1
GSK,GSK PLC,52.28,STRONG BUY,4,3,1,12.82,24.22,24.98,53.83,60.43,51.53,-37.74,2.17,0.1356,51.6914,50.0747,1.0166,1,0,0,1,1,0,0,0,0,1
PCAR,PACCAR Inc,119.02,STRONG BUY,4,3,1,14.51,25.2,21.33,53.12,71.73,63.62,-44.11,4.41,1.2511,116.7553,111.9339,3.22,1,0,0,1,1,0,0,0,0,1
ROKU,Roku Inc,137.26,STRONG BUY,4,3,1,26.12,31.14,17.85,59.83,61.38,60.4,-34.3,17.38,3.5908,126.0369,106.1921,4.6308,1,1,1,1,-1,0,0,0,0,1
VIV,Telefonica Brasil,13.36,STRONG BUY,4,3,1,18.85,26.56,23.77,49.67,78.96,71.95,-24.27,4.21,-0.1503,13.9203,13.7004,0.3161,1,0,0,1,1,0,0,0,0,1
WFC,Wells Fargo,84.41,STRONG BUY,4,3,1,26.09,25.98,15.25,60.79,56.11,59.54,-42.72,2.98,1.5519,79.6644,83.9713,1.8881,-1,1,1,1,1,0,0,0,0,1
MRVL,Marvell Technology,255.88,STRONG BUY,4,2,2,32.41,23.57,20.65,49.85,27.91,34.89,-86.17,1.3,17.548,215.6618,119.3899,26.6409,1,0,1,-1,1,0,0,0,1,1
DAL,Delta Air Lines,92.71,BUY,3,5,-2,38.11,44.37,11.88,74.33,85.72,89.35,-12.97,21.24,4.2949,76.6347,67.4107,2.7858,1,1,1,1,1,0,-1,-1,-1,1
GE,GE Aerospace,375.33,BUY,3,5,-2,36.71,36.27,13.08,75.03,87.34,87.73,-7.07,17.77,16.5144,314.3254,307.612,10.4329,1,1,1,1,1,0,-1,-1,-1,1
BCS,Barclays PLC,26.8299,BUY,3,4,-1,23.4,38.35,21.88,62.48,83.69,84.45,-19.35,13.49,0.8341,24.3024,23.1676,0.6672,1,1,0,1,1,0,0,-1,-1,1
BAYRY,Bayer AG,13.2,BUY,3,4,-1,24.7,57.15,15.22,78.55,94.55,92.33,-6.06,29.92,0.4795,10.997,10.4889,0.3963,1,1,0,1,1,0,-1,0,-1,1
CL,Colgate-Palmolive,92.05,BUY,3,4,-1,16.15,23.39,17.15,59.11,83.04,83.32,-12.91,2.33,0.9629,88.0544,84.3205,2.0565,1,1,0,1,1,0,0,-1,-1,1
IBB,iShares NASDAQ Biotechnology ETF,188.565,BUY,3,4,-1,22.28,33.1,9.36,74.77,92.29,90.26,-2.34,13.66,4.1579,171.5154,166.2554,3.852,1,1,0,1,1,0,-1,0,-1,1
XLRE,Real Estate Select Sector ETF,44.75,BUY,3,4,-1,12.07,23.14,22.3,53.26,63.59,58.42,-41.47,-0.53,0.17,44.2888,41.9499,0.6556,1,1,0,1,1,0,0,0,0,-1
AZN,AstraZeneca PLC,189.475,BUY,3,3,0,16.04,33.35,23.86,60.05,94.42,85.72,-2.56,5.88,0.1406,184.8183,182.0228,3.7047,1,0,0,1,1,0,0,0,-1,1
FMX,Fomento Economico Mexicano,129.68,BUY,3,3,0,17.86,26.23,15.58,62.21,74.66,58.54,-8.55,4.88,1.8548,121.3941,107.2619,3.022,1,1,0,0,1,0,0,0,-1,1
IP,International Paper,37.64,BUY,3,3,0,25.43,31.48,16.96,61.18,83.25,87.21,-27.11,18.18,1.4173,33.5389,39.0627,1.3787,-1,1,1,1,1,0,0,-1,0,1
ITUB,Itau Unibanco,8.18,BUY,3,3,0,21.06,29.94,18.66,57.47,90.26,78.81,-6.33,7.35,0.0166,8.1529,7.6742,0.1979,1,0,0,1,1,0,0,0,-1,1
PBI,Pitney Bowes,18.02,BUY,3,3,0,38.93,30.91,10.71,68.99,87.99,74.93,-5.1,6.56,0.5722,16.0627,11.895,0.5731,1,1,1,-1,1,0,0,0,-1,1
SBUX,Starbucks Corp,103.9101,BUY,3,3,0,17.27,24.56,16.79,58.64,90.94,88.42,-10.51,5.21,0.7722,101.5073,91.9261,2.4038,1,0,0,1,1,0,0,0,-1,1
ANF,Abercrombie & Fitch,88.91,BUY,3,2,1,20.78,27.5,19.18,57.08,71.07,70.37,-43.03,4.2,2.437,82.309,89.6339,4.1413,-1,1,0,1,1,0,0,0,0,1
AMX,America Movil,26.23,BUY,3,2,1,15.54,29.46,22.77,50.22,40.75,38.46,-63.35,3.15,0.0418,26.3042,23.4529,0.6428,1,0,0,0,1,0,0,0,0,1
SCHW,Charles Schwab,91.12,BUY,3,2,1,14.51,21.48,24.31,51.61,42.22,47.64,-48.5,2.07,0.4004,90.1628,94.3858,2.2417,-1,1,0,1,1,0,0,0,0,1
GRMN,Garmin Ltd,235.155,BUY,3,2,1,11.35,23.4,20.85,48.34,24.44,31.79,-69.56,1.93,-0.8568,240.339,227.6747,6.7373,1,-1,0,1,1,0,0,0,0,1
HSBC,HSBC Holdings,94.49,BUY,3,2,1,11.11,35.13,31.39,54.45,77.12,77.7,-22.36,9.67,1.0281,91.5604,79.9242,2.0425,1,1,0,1,-1,0,0,0,0,1
INTC,Intel Corp,122.42,BUY,3,2,1,25.98,27.15,22.42,52.27,67.84,73.97,-45.32,14.37,6.2732,109.4644,58.7203,9.9548,1,0,1,-1,1,0,0,0,0,1
IVE,iShares S&P 500 Value ETF,226.77,BUY,3,2,1,12.45,20.22,22.41,54.16,49.08,47.08,-46.53,1.33,0.6407,224.3601,214.5071,1.9567,1,1,0,-1,1,0,0,0,0,1
PHG,Koninklijke Philips,27.16,BUY,3,2,1,11.66,33.67,25.48,56.85,80.36,76.98,-20.79,5.8,0.2082,26.3325,27.8528,0.5419,-1,1,0,1,1,0,0,0,0,1
RIOT,Riot Platforms,27.62,BUY,3,2,1,29.67,19.18,13.12,56.58,64.89,64.42,-40.57,14.7,1.1383,23.9562,18.2238,2.104,1,0,1,-1,1,0,0,0,0,1
RTX,RTX Corporation,188.77,BUY,3,2,1,22.34,21.76,12.34,58.06,62.95,58.64,-31.32,6.4,2.2903,179.3968,182.7466,4.632,-1,1,0,1,1,0,0,0,0,1
TSM,Taiwan Semiconductor,441.22,BUY,3,2,1,16.4,26.87,23.54,54.63,43.78,44.29,-49.25,8.2,8.4402,413.5303,340.0851,18.2745,1,1,0,-1,1,0,0,0,0,1
SPCE,Virgin Galactic Holdings,2.9673,BUY,3,2,1,26.83,30.54,22.87,44.73,8.8,4.64,-86.56,-37.0,-0.2311,3.3601,3.2712,0.632,1,0,1,-1,1,0,0,1,1,-1
HON,Honeywell International,243.625,BUY,3,1,2,20.02,45.26,43.74,50.26,64.73,73.05,-85.44,18.33,17.5984,225.8292,214.448,37.895,1,0,0,1,-1,0,0,0,1,1
JCI,Johnson Controls,139.36,BUY,3,1,2,11.61,17.88,26.87,46.3,26.0,35.45,-89.23,0.28,0.3205,141.4983,126.4078,4.786,1,0,0,-1,1,0,0,0,1,1
ABBV,AbbVie Inc,254.195,BUY,2,3,-1,24.13,39.41,12.41,76.94,98.19,95.52,-0.5,13.0,8.3958,215.6869,220.4771,6.4982,-1,1,0,1,1,1,-1,0,-1,1
BIIB,Biogen Inc,217.4884,BUY,2,3,-1,15.94,30.29,10.99,70.35,83.76,74.54,-8.41,11.97,4.4307,193.8788,176.6094,6.5598,1,1,0,0,1,0,-1,0,-1,1
XLV,Health Care Select Sector ETF,160.87,BUY,2,3,-1,19.62,37.7,14.48,72.06,92.32,83.04,-1.79,5.25,2.338,148.8056,149.2401,2.4688,-1,1,0,1,1,1,-1,0,-1,1
NGG,National Grid PLC,83.13,BUY,2,3,-1,16.36,28.38,27.34,53.73,82.9,83.66,-18.16,3.42,-0.0854,83.0106,80.8408,1.4666,1,0,0,1,1,0,0,-1,-1,1
SYY,Sysco Corp,83.005,BUY,2,3,-1,29.51,33.77,10.5,72.43,93.0,90.1,-2.84,5.68,1.6911,76.0241,77.6448,1.6129,-1,1,1,1,1,0,-1,0,-1,1
TRIP,Tripadvisor Inc,13.99,BUY,2,3,-1,37.99,34.16,10.61,72.1,76.02,62.81,-7.37,20.92,0.6584,11.3226,13.1127,0.6652,-1,1,1,1,1,0,-1,0,-1,1
ABT,Abbott Laboratories,93.78,BUY,2,2,0,21.84,28.91,14.09,61.96,83.81,75.9,-17.57,5.17,0.8879,89.092,112.0743,2.3002,-1,1,0,1,1,0,0,0,-1,1
AMGN,Amgen Inc,360.965,BUY,2,2,0,12.76,27.71,18.75,63.83,84.53,77.4,-7.38,6.88,4.5298,339.4485,332.0156,8.4615,1,1,0,1,-1,0,0,0,-1,1
BRK-B,Berkshire Hathaway B,497.63,BUY,2,2,0,19.52,25.23,15.95,60.7,74.25,70.68,-12.61,2.88,4.0813,480.913,490.1269,7.0623,-1,1,0,1,1,0,0,0,-1,1
BKNG,Booking Holdings,184.52,BUY,2,2,0,16.7,30.09,15.29,64.93,83.64,78.92,-6.98,14.87,3.8156,168.8315,188.8864,6.5145,-1,1,0,1,1,0,0,0,-1,1
DHR,Danaher Corp,194.1354,BUY,2,2,0,20.42,35.23,15.07,65.34,86.9,82.64,-14.71,5.72,3.4722,178.7555,203.5123,5.259,-1,1,0,1,1,0,0,0,-1,1
DEO,Diageo PLC,83.395,BUY,2,2,0,11.82,28.1,19.93,56.98,85.16,87.77,-22.63,4.53,0.3316,81.5221,87.2116,1.7065,-1,1,0,1,1,0,0,-1,0,1
HDB,HDFC Bank Ltd,25.63,BUY,2,2,0,16.13,29.15,18.4,60.51,89.98,89.5,-9.96,10.47,0.2863,24.7774,31.0737,0.5811,-1,1,0,1,1,0,0,0,-1,1
HD,Home Depot,348.145,BUY,2,2,0,23.04,30.77,16.09,66.02,93.87,90.42,-5.85,9.16,7.6091,321.3334,353.7334,8.4192,-1,1,0,1,1,0,0,0,-1,1
RSP,Invesco S&P 500 Equal Weight ETF,212.78,BUY,2,2,0,12.95,23.15,20.73,60.73,68.61,60.54,-17.76,3.03,1.5398,206.2039,195.9368,2.5575,1,1,0,-1,1,0,0,0,-1,1
KMB,Kimberly-Clark,109.11,BUY,2,2,0,21.34,31.23,14.56,68.82,94.21,93.8,-6.32,7.41,2.8362,98.4957,103.6592,2.4766,-1,1,0,1,1,0,0,0,-1,1
LYG,Lloyds Banking Group,5.7115,BUY,2,2,0,15.15,30.15,21.82,59.62,87.26,85.28,-13.62,10.69,0.0954,5.4106,5.19,0.1321,1,1,0,1,-1,0,0,0,-1,1
MDT,Medtronic PLC,81.63,BUY,2,2,0,19.92,25.14,20.32,57.22,69.65,61.73,-17.49,1.72,0.47,79.32,90.7141,1.8347,-1,1,0,1,1,0,0,0,-1,1
NTES,NetEase Inc,129.62,BUY,2,2,0,12.73,41.54,25.65,63.91,57.52,29.93,-2.08,3.27,1.073,118.291,128.7391,3.6603,-1,1,0,1,1,0,0,0,-1,1
SE,Sea Ltd,93.935,BUY,2,2,0,15.67,28.13,17.91,57.4,71.5,71.28,-11.61,13.94,0.938,88.3625,120.0488,4.5243,-1,1,0,1,1,0,0,0,-1,1
TMO,Thermo Fisher Scientific,505.63,BUY,2,2,0,21.58,32.75,14.31,61.94,86.59,82.54,-17.71,5.0,7.2764,473.7848,525.4162,14.3944,-1,1,0,1,1,0,0,0,-1,1
UGP,Ultrapar Participacoes,5.045,BUY,2,2,0,38.89,21.61,25.65,48.97,81.77,75.96,-11.46,4.02,-0.1351,5.4371,4.6978,0.1504,1,0,-1,1,1,0,0,0,-1,1
AEG,Aegon Ltd,8.39,BUY,2,1,1,14.46,29.52,28.33,54.18,58.16,59.64,-43.18,3.8,0.0867,8.1563,7.7303,0.1378,1,0,0,-1,1,0,0,0,0,1
AIG,American International Group,75.215,BUY,2,1,1,12.71,17.98,16.38,50.26,45.65,52.54,-54.28,1.03,0.0822,75.4363,77.0119,1.6481,-1,0,0,1,1,0,0,0,0,1
AVY,Avery Dennison Corp,163.92,BUY,2,1,1,17.25,24.62,14.32,57.41,78.44,78.29,-28.55,5.03,1.059,160.4255,171.495,3.9244,-1,0,0,1,1,0,0,0,0,1
BBD,Banco Bradesco,3.4697,BUY,2,1,1,14.19,21.33,19.52,50.4,45.8,37.84,-40.72,5.14,-0.0376,3.6024,3.5458,0.0991,1,0,0,1,-1,0,0,0,0,1
BK,Bank of New York Mellon,143.56,BUY,2,1,1,32.13,16.92,15.68,53.76,51.06,62.7,-56.01,0.22,2.1488,138.357,120.3604,3.5467,1,0,1,0,-1,0,0,0,0,1
GPRK,GeoPark Ltd,9.12,BUY,2,1,1,18.62,19.76,29.02,36.81,9.92,9.86,-91.4,-16.71,-0.2323,9.8959,8.3129,0.4914,1,0,0,-1,1,0,0,1,1,-1
GILD,Gilead Sciences,125.725,BUY,2,1,1,14.13,17.73,17.88,46.62,57.25,49.59,-37.94,4.17,-1.3818,129.3682,128.8206,3.4341,1,0,0,1,-1,0,0,0,0,1
GT,Goodyear Tire & Rubber,6.52,BUY,2,1,1,17.53,31.61,16.25,56.17,79.19,68.76,-31.78,11.07,0.0778,6.3384,7.6294,0.3105,-1,0,0,1,1,0,0,0,0,1
ASR,Grupo Aeroportuario Sur,303.985,BUY,2,1,1,22.78,28.49,17.25,53.06,78.88,77.34,-29.3,10.01,1.4453,300.5182,320.9938,9.0861,-1,0,0,1,1,0,0,0,0,1
ING,ING Groep,30.895,BUY,2,1,1,15.94,31.66,28.25,53.83,62.77,66.46,-37.32,7.61,0.3758,29.8443,27.6194,0.6022,1,0,0,-1,1,0,0,0,0,1
IVW,iShares S&P 500 Growth ETF,134.61,BUY,2,1,1,24.15,17.09,27.67,48.86,32.9,29.32,-54.14,2.42,-0.2013,134.4707,124.3469,2.5861,1,0,0,-1,1,0,0,0,0,1
MUFG,Mitsubishi UFJ Financial,19.9236,BUY,2,1,1,23.53,31.52,28.52,52.47,28.85,27.95,-78.04,1.29,0.3277,18.9943,17.2222,0.4064,1,0,0,-1,1,0,0,0,0,1
MFG,Mizuho Financial Group,9.535,BUY,2,1,1,16.79,31.2,31.13,51.15,32.32,32.9,-74.35,1.98,0.1831,9.0697,7.9747,0.2502,1,0,0,-1,1,0,0,0,0,1
NMR,Nomura Holdings,8.75,BUY,2,1,1,24.87,33.93,21.32,55.56,39.98,36.45,-64.37,2.7,0.1529,8.3008,8.0744,0.2142,1,0,0,-1,1,0,0,0,0,1
URBN,Urban Outfitters,71.41,BUY,2,1,1,12.2,15.72,18.33,46.93,17.83,15.44,-86.22,-1.76,0.1574,72.2374,70.3058,2.9797,1,0,0,-1,1,0,0,1,1,-1
VEA,Vanguard FTSE Developed Markets ETF,70.37,BUY,2,1,1,13.14,21.42,32.12,48.9,53.32,51.95,-53.77,2.81,0.2731,69.8716,64.6392,1.1142,1,0,0,-1,1,0,0,0,0,1
XRX,Xerox Holdings,3.26,BUY,2,1,1,37.34,24.79,13.11,56.18,42.25,34.11,-56.06,0.62,0.121,2.7444,2.5265,0.2593,1,1,1,-1,-1,0,0,0,0,1
ARM,ARM Holdings PLC,319.89,BUY,2,0,2,32.82,23.58,26.54,45.95,23.05,31.01,-86.06,4.05,17.019,288.449,174.313,35.0588,1,0,-1,-1,1,0,0,0,1,1
GS,Goldman Sachs,1023.94,BUY,2,0,2,26.93,24.26,22.13,47.2,28.95,45.02,-80.87,2.26,18.9307,990.8687,881.7144,33.0392,1,0,1,-1,-1,0,0,0,1,1
MUX,McEwen Mining,17.555,BUY,2,0,2,24.48,18.09,32.28,38.82,21.16,17.45,-80.43,1.53,-1.0425,21.3995,20.8275,1.1861,1,-1,0,-1,1,0,0,0,1,1
BAC,Bank of America,58.295,HOLD,1,3,-2,40.35,30.79,9.06,73.6,81.09,84.84,-16.23,6.88,1.6323,53.2203,52.157,1.1519,1,1,1,1,-1,0,-1,-1,-1,1
